"latitude","longitude","tested","positive"
-25.1323774167772,31.9609056555882,2.15662,0.431324
-20.7273977360098,35.1603573294071,9.102192,0
-25.5909581967995,31.8357622258489,5.934456,0
-17.5261348456962,35.0490486889605,61.820416,33.11808
-23.3008791252977,33.1097485424405,25.466084,0.909503
-25.4469645978518,33.1638784448928,8.85322,0
-25.9589803789809,32.6438624062553,13.289584,0.604072
-18.9594559312302,34.5648894105618,18.288128,2.286016
-24.2591216951194,33.855111394843,9.162345,0.610823
-24.0170375955096,35.3052125577154,4.64586,0
-14.4003123670759,36.8300565059461,20.069738,16.900832
-17.1278494490392,34.2114988019227,6.31329,0.37137
-13.5495386498281,34.964109270498,3.577986,0
-14.6281987299251,37.1777597309723,13.713942,8.103693
-24.5923142662701,34.244025119509,13.116622,1.543132
-13.1049010243219,39.4834804056918,25.306594,14.651186
-14.4364335339524,37.8453486191156,12.233184,2.293722
-14.8003957077931,33.8378087961007,9.79501,1.959002
-18.1541342865782,36.734726319603,38.199042,21.828024
-16.7472333408668,34.8634469590342,8.747298,7.775376
-12.6023189254961,40.560250112825,10.356455,4.142582
-15.6298503885694,36.6918618817511,11.014547,5.217417
-13.5173441753954,39.1153711961077,47.141199,33.672285
-17.0394896053238,38.1054673773556,27.443284,22.453596
-15.1165826301098,32.4693370972212,60.55928,0
-13.9365307645923,39.0975299122983,2.725773,2.725773
-25.8412603909899,32.1613835859751,4.04296,0
-14.7558977983983,36.2935534285446,26.808216,4.468036
-25.0255832986288,32.9432975080315,11.145942,0
-23.6910401515737,34.7740970505506,42.139552,9.724512
-16.4563373700922,36.6073693428593,16.193436,0
-18.6297554660515,34.4531214135217,44.496518,22.248259
-24.1368779525074,33.2783396096718,16.989987,1.618094
-23.5932890628809,33.880359960463,7.330433,0
-24.3996714793603,34.661292011743,5.745528,0
-18.6066678206081,34.465586285353,18.07967,10.6351
-14.8750278263151,37.701707620701,7.994042,5.71003
-26.1578972010762,32.0524863171681,9.741888,0
-19.2879935611351,33.1239910243239,26.522634,13.837896
-15.0351573876991,38.8222741911439,44.836512,44.836512
-25.5825122540965,33.3697079614967,0.876528,0.584352
-24.1431551594175,34.1854135113315,11.247621,6.962813
-25.0565041340941,32.5692706473405,8.397844,0
-11.1537402474784,40.4124178069017,12.99699,3.465864
-17.3507566863723,35.0514095029277,14.907855,10.932427
-22.8585507916068,35.5041868145147,9.915598,8.112762
-15.94309338635,36.3226611152991,10.21144,5.743935
-25.5395583887594,31.775678395662,11.985715,0
-26.1071374867232,31.9450575068545,9.217155,0
-23.6980038850864,35.8508171013307,11.640958,0.831497
-12.5784571096505,41.1753105171194,9.119236,0.651374
-14.7014527474347,35.67578543239,4.768884,1.059752
-13.3319782038445,39.7956924139326,44.72294,22.36147
-25.0931058462235,32.4761096991099,10.75683,0.768345
-19.3298206833715,34.5528173285733,34.084014,12.029652
-25.8406035938974,31.898531976794,5.052725,0
-14.9259064027825,40.0673616557424,35.66348,24.964436
-25.4329307740883,34.2510314060835,6.32305,5.05844
-23.6967414149231,35.8310943941301,32.71994,11.451979
-24.712879217939,34.3648591017745,3.97338,0.397338
-15.8409713784843,34.7036003092003,3.984012,0.221334
-23.0630425965234,34.5140545846863,21.478531,6.317215
-12.7419287787555,39.4464392640348,18.575835,12.38389
-17.1545875427223,34.6882239335292,19.386416,2.077116
-13.7078513416213,36.4309094253545,15.994276,2.525412
-12.2211639660065,40.2030104937756,11.698668,0
-14.2092946588807,38.6488424556021,86.731625,24.284855
-25.3603135626096,33.8243520849944,13.895194,10.96989
-21.5417737527789,35.1812182397106,10.62993,4.960634
-24.7126405824735,32.2796776796757,16.443136,1.027696
-18.9206588061912,33.3347566198051,7.235448,0.602954
-18.1796714790589,32.6502789463651,5.229419,0.804526
-21.3090858982725,33.1982361619389,16.616592,1.038537
-17.9065495624266,33.252192269736,15.2544,1.52544
-19.0636687733007,34.9967386412809,20.275635,17.572217
-13.3436641592351,39.6178282127278,17.997612,11.998408
-24.4845361504647,34.8594784395471,3.949542,2.19419
-25.066829522734,33.4737717432442,1.876254,0.312709
-21.5913755346524,32.1704028977133,13.608857,0
-24.2087201072921,34.6067306649776,5.688332,0
-25.4843738941817,34.7835872765876,16.689328,4.172332
-20.1179887502078,33.8570337039258,18.746912,0
-10.8497931000793,40.4775735008005,24.476694,4.450308
-14.979752670679,40.7669609818994,22.715136,10.095616
-19.5988060416521,33.2012122494781,10.395364,0
-25.2500105391949,31.9023001897738,1.147308,0
-13.0533211658588,39.5894587434675,4.481918,1.600685
-13.3050575022284,38.7252660768261,6.587172,2.195724
-15.5681629972926,40.0540244925474,27.16773,9.05591
-25.0316544525035,32.1797437578288,0.525598,0
-11.9629751952912,35.0461357862321,2.82485,0
-13.0103271672007,34.8602936711406,5.168202,0.795108
-25.2686068903729,33.3892455861738,19.752759,3.485781
-14.6666284231504,36.6522223972066,25.329354,15.721668
-15.8599584625387,33.0615733614357,0.90408,0
-17.1714739486993,37.8528038836009,34.66698,34.66698
-24.8116534710316,34.7458202723733,20.154351,11.516772
-14.1367717678752,34.0495301901854,16.763912,6.286467
-14.3051791964341,38.7981128169867,31.792894,31.792894
-23.1790235368641,34.8563291936446,17.830852,4.114812
-14.1574919957723,37.1351207156591,49.900444,31.754828
-17.4376330430365,34.3643138290017,23.341024,1.667216
-16.6965840242802,37.0383914273493,18.225578,14.320097
-25.1476264656107,32.868405258454,7.878537,0
-10.9265132089083,40.4826040935084,3.863064,2.575376
-25.235172228593,34.9548550425796,9.74644,0
-15.0833886294053,32.0933185457362,12.873809,5.941758
-13.8481702133431,31.2772065402139,33.383301,20.665853
-25.4113821969884,32.6928700651542,5.001228,0
-18.3580453996325,33.7230656629566,11.116966,0
-18.5619485442102,35.5631834626864,7.219582,6.459626
-15.4714155343027,37.5846770737726,6.89402,6.89402
-25.2955647562163,34.428696737605,4.607912,0
-20.2672919968929,35.0911133776695,27.092425,8.669576
-18.3093582194348,33.2344381278725,12.379354,4.76129
-16.5806941605444,35.8722628616592,21.7021,15.19147
-16.0940286373429,35.0862246195338,19.735728,8.22322
-18.3917413869294,32.9414540033489,17.901107,4.669854
-14.609734114158,40.8979563134517,44.760324,31.97166
-20.4429922982456,35.3620347423429,9.148956,0
-17.7018190904829,33.7852096192391,24.101936,6.025484
-17.9977449709981,37.5230588870989,11.667862,7.369176
-16.296992964944,34.2653994674486,1.627884,0.542628
-26.4644770635927,33.1665789349639,10.668449,0.969859
-13.8705386037441,37.6716091271074,15.335425,11.041506
-15.075258516251,37.1532869937126,42.258128,21.129064
-16.6552413486289,34.5530893526891,4.30571,0
-25.6930233625559,32.4746747545057,18.501325,2.220159
-14.8331367914463,38.3528149505177,33.58482,25.188615
-22.0423416593675,35.5894230897512,11.379017,0
-21.591111579442,34.9396712189893,14.93973,0.829985
-26.6678156502435,31.7409902587923,11.053672,0
-14.1863227584613,38.9013194728864,42.949824,32.212368
-13.0158935456738,35.5199679832048,6.811332,1.238424
-15.3163954924328,40.8648313544275,25.539134,21.032228
-15.1466678898273,33.7395414107334,9.33699,1.867398
-17.1094389551536,35.0886518475699,44.672212,37.799564
-26.6211102242506,32.6488936096728,7.4243,0.5711
-16.2467550149024,37.6095770479178,19.276446,17.440594
-17.2909999010204,36.7615743171611,28.164775,19.152047
-20.5796766485091,33.8745919374515,18.629268,0
-14.9723630777774,33.3953997467786,14.466096,12.858752
-20.6594748904633,34.8127713555943,4.2466,1.06165
-18.3966796044039,33.7063951668278,16.616582,4.88723
-15.0194928734941,39.2508370417192,14.410032,1.029288
-12.5604673806846,35.6503628030814,3.320064,0.207504
-13.6359749634692,39.5949359597032,21.757476,19.944353
-15.9732565195015,35.544206850616,17.679626,4.159912
-16.5408374396803,39.1731904982391,11.884213,7.562681
-16.1844615353702,30.1768259961458,18.480042,3.080007
-14.3342953341456,39.7836131636015,47.551305,34.870957
-17.1730956971686,34.5839841349553,2.957165,0.591433
-25.0644335279998,35.0591166948143,30.747297,1.464157
-14.7184578204742,33.6524413235321,3.57774,0.298145
-24.6344328862664,32.5575331455058,25.534715,0
-26.0559388871531,33.021009704115,5.933921,0
-16.4421157515714,34.0438194367091,39.517078,4.649068
-16.7581954102181,38.160715098684,32.549866,22.976376
-25.2707686202013,31.9083614724353,3.678588,0
-26.568603514053,33.2111782919747,10.291428,0
-15.6641044693827,35.3322816845973,4.14324,0.69054
-11.6462763034464,40.8117038347478,17.659728,11.03733
-19.8049251375531,32.8386024021673,14.953081,0.879593
-12.214244443197,41.2680198783966,6.0229,0.4633
-14.4636478954946,36.3935284854629,4.625341,2.190951
-17.6656212683397,32.9996905271257,6.06906,1.618416
-25.711294827133,32.3199344889802,5.431699,0
-26.4503055348229,32.2059618069804,3.18759,0
-27.0848305685984,31.5518697657902,4.250268,0.354189
-15.2612354210512,37.4124119678405,3.131415,1.342035
-21.3081917079557,34.2190988395315,11.598084,2.577352
-16.8497423443126,34.0867274342231,4.339201,0.685137
-13.0615352125842,36.0878172223512,8.668218,2.000358
-25.8896695790733,33.0406804934464,4.285925,0
-26.076874283572,32.8755828944206,2.951992,0
-19.2321803958205,35.7721251016581,6.456822,6.456822
-16.9187962297539,36.0795969893574,4.189241,0
-16.9009164687856,33.1592902211537,6.394624,0.399664
-14.1890028853372,39.3002966509965,52.993454,37.407144
-24.9959894096349,32.6283593923135,13.894553,0
-16.9443609190649,37.725467737924,23.0308,16.12156
-12.6445917558272,40.7261711239398,9.695166,0
-23.7373449852283,34.5082040725888,9.436785,0
-15.793698336358,38.4007454134857,2.2239,0
-26.2529807795024,31.9782471216149,5.424399,0
-18.0869615956748,35.9428063084781,28.205866,7.593887
-22.5998778012474,33.6143762024379,10.273522,0
-25.6188140072024,32.1428239015708,8.289876,0
-19.0834444088165,32.3340051314056,9.699192,0
-21.9888140998626,35.409325067884,4.812332,0
-15.4877937229378,36.2731738067277,39.708372,14.439408
-25.667403615761,32.729609542551,2.207319,0
-25.3221436946242,33.0933687528252,0.99774,0
-15.7728236616751,39.6066522453855,68.920722,47.714346
-26.0910878423386,32.8041541731277,6.836271,0.525867
-16.3277930825252,39.3313772233627,23.746658,16.439994
-23.8380378863009,35.9109760251388,9.949615,5.357485
-24.8652909718084,36.2186182726137,1.750256,0
-16.3889518745748,39.6555064626516,36.251427,31.52298
-14.1326856695708,39.9471846158544,24.875025,23.880024
-22.4181741590103,35.9321684128281,13.564448,0.847778
-25.4890762824468,33.259450313408,3.685308,0
-15.0335618476898,33.7843491125785,18.06456,4.817216
-13.736333919887,38.793296693194,8.88908,1.777816
-19.3369682773384,34.2429525548437,7.51178,0.751178
-15.242915747695,38.7964084045903,35.883594,27.909462
-26.4371356925822,31.7079211812217,5.062464,2.531232
-11.1573657000765,40.0115874881318,8.940784,0.558799
-14.957948709666,30.859561725511,20.135953,13.777231
-16.8746274684188,33.9572569472913,44.91956,6.41708
-14.8802711066381,39.5167899795694,15.215376,4.754805
-26.3501580682755,32.6351075266312,6.707558,0.304889
-20.2375430025995,33.8960238776541,16.080678,0.893371
-19.4497418092272,34.415144544571,11.300965,0
-20.824107523131,31.798269413018,16.5699,2.4548
-12.2045913418586,38.5442992470738,10.195176,5.097588
-18.1309155186344,36.7881353326403,18.984264,7.91011
-20.5372069530129,35.4609704423159,16.20484,0
-25.3170778467717,33.0751171518442,4.379568,0
-25.8929940775997,32.9075277190366,9.386946,1.042994
-18.5142928525945,33.3691639924201,17.000041,8.052651
-12.4387849724657,39.8735198974028,9.987264,1.248408
-24.869200186152,32.9719788055785,4.135549,0.375959
-18.4261686075421,33.3276484075488,17.894786,11.503791
-12.8547175912538,34.8883622365003,2.95027,0
-17.0861917115877,37.0392254894414,73.437483,63.308175
-24.5008500900881,34.5687320718016,1.016428,0.254107
-23.6559017142388,33.466856290887,8.446242,0.603303
-20.6463526405125,35.2863265242554,25.765176,0
-13.7941075575871,35.287603886157,3.442875,0
-25.2096462026621,32.2317177508895,8.94708,0
-19.7963412282228,34.4893728456974,17.425216,6.534456
-26.4651607344818,31.6565651152801,2.919258,0
-14.1074770190209,39.7530152072,23.116072,14.860332
-11.1694686278155,41.2459902809554,4.977848,3.733386
-10.956693626465,39.4934474830385,29.025851,3.414806
-16.4522405238074,38.3254644192032,9.974196,6.095342
-14.1449632244807,36.0139551734683,4.159958,0
-22.9601360007554,33.4006374766659,21.865904,0
-26.7218466629362,32.1609320721992,5.264204,0
-15.9615670117873,38.5302391943816,16.487946,15.571949
-14.1491489642591,35.2545479038571,21.079762,2.874513
-22.1333660452171,35.9135511025684,5.977312,0.543392
-25.10155897561,32.1357106013551,19.017185,0
-25.6880359090419,33.4210477302807,4.958064,0
